icon,precipIntensity,humidity,windSpeed,cloudCover,uvIndex,temperature,is_weekend
partly-cloudy-night,0.0,0.67,2.79,0.75,0,4.2,1
partly-cloudy-night,0.0,0.67,2.79,0.75,0,4.2,1
cloudy,0.0,0.67,2.5,1.0,0,4.2,1
cloudy,0.0,0.67,2.5,1.0,0,4.2,1
cloudy,0.0,0.67,2.99,1.0,0,4.5,1
cloudy,0.0,0.67,2.99,1.0,0,4.5,1
cloudy,0.0,0.72,3.03,1.0,0,4.2,1
cloudy,0.0,0.72,3.03,1.0,0,4.2,1
cloudy,0.0,0.72,1.35,1.0,0,4.2,1
cloudy,0.0,0.72,1.35,1.0,0,4.2,1
cloudy,0.0,0.72,1.89,1.0,0,4.2,1
cloudy,0.0,0.72,1.89,1.0,0,4.2,1
cloudy,0.0,0.73,1.85,1.0,0,3.9,1
cloudy,0.0,0.73,1.85,1.0,0,3.9,1
cloudy,0.0,0.73,1.35,1.0,0,3.9,1
cloudy,0.0,0.73,1.35,1.0,0,3.9,1
cloudy,0.0,0.76,1.6,1.0,0,3.44,1
cloudy,0.0,0.76,1.6,1.0,0,3.44,1
9999,0.0,0.76,1.6,9999.0,0,3.44,1
9999,0.0,0.76,1.6,9999.0,0,3.44,1
9999,0.0,0.76,1.35,9999.0,0,3.44,1
9999,0.0,0.76,1.35,9999.0,0,3.44,1
cloudy,0.0,0.79,2.09,1.0,0,3.14,1
cloudy,0.0,0.79,2.09,1.0,0,3.14,1
9999,0.0,0.8,1.85,9999.0,0,3.14,1
9999,0.0,0.8,1.85,9999.0,0,3.14,1
9999,0.0,0.78,1.6,9999.0,9999,3.14,1
9999,0.0,0.78,1.6,9999.0,9999,3.14,1
cloudy,0.0,0.81,1.85,1.0,0,3.14,1
cloudy,0.0,0.81,1.85,1.0,0,3.14,1
cloudy,0.0,0.82,1.35,1.0,1,3.14,1
cloudy,0.0,0.82,1.35,1.0,1,3.14,1
cloudy,0.0,0.79,1.8,1.0,2,3.9,1
cloudy,0.0,0.79,1.8,1.0,2,3.9,1
cloudy,0.0,0.75,1.35,1.0,2,4.95,1
cloudy,0.0,0.75,1.35,1.0,2,4.95,1
cloudy,0.0,0.69,1.15,1.0,2,6.31,1
cloudy,0.0,0.69,1.15,1.0,2,6.31,1
9999,0.0,0.69,1.35,9999.0,9999,6.76,1
9999,0.0,0.69,1.35,9999.0,9999,6.76,1
cloudy,0.0,0.66,0.9,0.88,2,7.53,1
cloudy,0.0,0.66,0.9,0.88,2,7.53,1
9999,0.0,0.66,0.9,9999.0,9999,7.83,1
9999,0.0,0.66,0.9,9999.0,9999,7.83,1
9999,0.0,0.69,0.9,9999.0,9999,7.08,1
9999,0.0,0.69,0.9,9999.0,9999,7.08,1
cloudy,0.0,0.7,0.9,0.88,0,7.08,1
cloudy,0.0,0.7,0.9,0.88,0,7.08,1
clear-night,0.0,0.8,0.45,0.0,0,5.42,1
clear-night,0.0,0.8,0.45,0.0,0,5.42,1
clear-night,0.0,0.83,1.35,0.0,0,4.81,1
clear-night,0.0,0.83,1.35,0.0,0,4.81,1
cloudy,0.0,0.88,1.35,0.88,0,4.05,1
cloudy,0.0,0.88,1.35,0.88,0,4.05,1
clear-night,0.0,0.89,0.9,0.0,0,3.29,1
clear-night,0.0,0.89,0.9,0.0,0,3.29,1
clear-night,0.0,0.93,0.9,0.0,0,3.29,1
clear-night,0.0,0.93,0.9,0.0,0,3.29,1
fog,0.0,0.93,0.45,9999.0,0,2.54,1
fog,0.0,0.93,0.45,9999.0,0,2.54,1
rain,0.7969,0.98,0.45,1.0,0,5.57,0
rain,0.7969,0.98,0.45,1.0,0,5.57,0
rain,0.479,0.98,0.45,1.0,0,5.57,0
rain,0.479,0.98,0.45,1.0,0,5.57,0
rain,0.0791,0.98,0.0,1.0,0,5.57,0
rain,0.0791,0.98,0.0,1.0,0,5.57,0
fog,0.0,0.98,0.0,1.0,0,5.57,0
fog,0.0,0.98,0.0,1.0,0,5.57,0
fog,0.0,0.98,0.45,1.0,0,5.57,0
fog,0.0,0.98,0.45,1.0,0,5.57,0
fog,0.0,0.98,0.45,1.0,0,5.25,0
fog,0.0,0.98,0.45,1.0,0,5.25,0
fog,0.0,0.95,0.45,1.0,0,6.02,0
fog,0.0,0.95,0.45,1.0,0,6.02,0
fog,0.0,0.98,0.9,1.0,1,6.02,0
fog,0.0,0.98,0.9,1.0,1,6.02,0
fog,0.0,0.95,0.9,1.0,1,6.76,0
fog,0.0,0.95,0.9,1.0,1,6.76,0
fog,0.0,0.92,0.9,1.0,2,6.76,0
fog,0.0,0.92,0.9,1.0,2,6.76,0
partly-cloudy-day,0.0,0.85,1.35,0.75,2,6.76,0
partly-cloudy-day,0.0,0.85,1.35,0.75,2,6.76,0
cloudy,0.0,0.81,0.9,1.0,2,7.08,0
cloudy,0.0,0.81,0.9,1.0,2,7.08,0
cloudy,0.0,0.79,0.45,1.0,1,7.08,0
cloudy,0.0,0.79,0.45,1.0,1,7.08,0
rain,0.3995,0.78,0.45,1.0,1,7.37,0
rain,0.3995,0.78,0.45,1.0,1,7.37,0
rain,0.1587,0.78,0.45,1.0,0,7.37,0
rain,0.1587,0.78,0.45,1.0,0,7.37,0
cloudy,0.0,0.79,1.15,1.0,0,7.08,0
cloudy,0.0,0.79,1.15,1.0,0,7.08,0
cloudy,0.0,0.79,0.9,1.0,0,7.08,0
cloudy,0.0,0.79,0.9,1.0,0,7.08,0
cloudy,0.0,0.86,0.45,1.0,0,6.63,0
cloudy,0.0,0.86,0.45,1.0,0,6.63,0
cloudy,0.0,0.87,0.45,1.0,0,6.31,0
cloudy,0.0,0.87,0.45,1.0,0,6.31,0
cloudy,0.0,0.87,0.45,1.0,0,6.31,0
cloudy,0.0,0.87,0.45,1.0,0,6.31,0
cloudy,0.0,0.89,0.9,1.0,0,6.02,0
cloudy,0.0,0.89,0.9,1.0,0,6.02,0
cloudy,0.0,0.9,0.45,1.0,0,6.02,0
cloudy,0.0,0.9,0.45,1.0,0,6.02,0
fog,0.0,0.93,0.45,1.0,0,7.08,0
fog,0.0,0.93,0.45,1.0,0,7.08,0
fog,0.0,0.9,0.9,1.0,0,7.08,0
fog,0.0,0.9,0.9,1.0,0,7.08,0
fog,0.0,0.92,0.9,1.0,0,6.63,0
fog,0.0,0.92,0.9,1.0,0,6.63,0
fog,0.0,0.92,0.45,1.0,0,6.63,0
fog,0.0,0.92,0.45,1.0,0,6.63,0
fog,0.0,0.92,0.45,1.0,0,6.63,0
fog,0.0,0.92,0.45,1.0,0,6.63,0
fog,0.0,0.92,0.45,1.0,0,6.63,0
fog,0.0,0.92,0.45,1.0,0,6.63,0
fog,0.0,0.92,0.45,1.0,0,6.31,0
fog,0.0,0.92,0.45,1.0,0,6.31,0
fog,0.0,0.9,0.45,1.0,1,7.08,0
fog,0.0,0.9,0.45,1.0,1,7.08,0
fog,0.0,0.89,0.45,1.0,1,7.08,0
fog,0.0,0.89,0.45,1.0,1,7.08,0
fog,0.0,0.88,0.9,1.0,2,7.37,0
fog,0.0,0.88,0.9,1.0,2,7.37,0
fog,0.0,0.85,0.9,1.0,2,7.83,0
fog,0.0,0.85,0.9,1.0,2,7.83,0
fog,0.0,0.85,0.45,1.0,2,7.83,0
fog,0.0,0.85,0.45,1.0,2,7.83,0
fog,0.0,0.82,0.9,1.0,1,8.58,0
fog,0.0,0.82,0.9,1.0,1,8.58,0
fog,0.0,0.84,0.9,1.0,1,8.58,0
fog,0.0,0.84,0.9,1.0,1,8.58,0
fog,0.0,0.87,0.45,1.0,0,8.13,0
fog,0.0,0.87,0.45,1.0,0,8.13,0
fog,0.0,0.85,0.45,1.0,0,8.13,0
fog,0.0,0.85,0.45,1.0,0,8.13,0
fog,0.0,0.91,0.45,1.0,0,7.37,0
fog,0.0,0.91,0.45,1.0,0,7.37,0
fog,0.0,0.91,0.45,1.0,0,7.37,0
fog,0.0,0.91,0.45,1.0,0,7.37,0
fog,0.0,0.91,0.45,1.0,0,7.68,0
fog,0.0,0.91,0.45,1.0,0,7.68,0
fog,0.0,0.91,0.45,0.0,0,7.68,0
fog,0.0,0.91,0.45,0.0,0,7.68,0
fog,0.0,0.91,0.45,0.0,0,7.37,0
fog,0.0,0.91,0.45,0.0,0,7.37,0
fog,0.0,0.91,0.45,9999.0,0,7.68,0
fog,0.0,0.91,0.45,9999.0,0,7.68,0
fog,0.0,0.91,0.0,0.0,0,7.37,1
fog,0.0,0.91,0.0,0.0,0,7.37,1
fog,0.0,0.92,0.45,0.0,0,7.37,1
fog,0.0,0.92,0.45,0.0,0,7.37,1
fog,0.0,0.92,0.45,0.0,0,7.37,1
fog,0.0,0.92,0.45,0.0,0,7.37,1
fog,0.0,0.92,0.0,0.0,0,7.37,1
fog,0.0,0.92,0.0,0.0,0,7.37,1
fog,0.0,0.92,0.45,0.0,0,7.37,1
fog,0.0,0.92,0.45,0.0,0,7.37,1
fog,0.0,0.92,0.45,9999.0,0,7.37,1
fog,0.0,0.92,0.45,9999.0,0,7.37,1
fog,0.0,0.92,0.45,0.0,0,7.37,1
fog,0.0,0.92,0.45,0.0,0,7.37,1
fog,0.0,0.93,0.45,0.0,0,6.92,1
fog,0.0,0.93,0.45,0.0,0,6.92,1
fog,0.0,0.93,0.45,1.0,0,6.47,1
fog,0.0,0.93,0.45,1.0,0,6.47,1
fog,0.0,0.96,0.45,0.0,1,7.37,1
fog,0.0,0.96,0.45,0.0,1,7.37,1
fog,0.0,0.9,0.45,0.0,2,8.58,1
fog,0.0,0.9,0.45,0.0,2,8.58,1
fog,0.0,0.85,0.45,1.0,2,9.64,1
fog,0.0,0.85,0.45,1.0,2,9.64,1
fog,0.0,0.8,0.45,0.0,3,9.95,1
fog,0.0,0.8,0.45,0.0,3,9.95,1
fog,0.0,0.76,0.9,0.0,2,11.01,1
fog,0.0,0.76,0.9,0.0,2,11.01,1
fog,0.0,0.78,0.9,1.0,1,11.01,1
fog,0.0,0.78,0.9,1.0,1,11.01,1
fog,0.0,0.78,2.05,0.0,1,11.01,1
fog,0.0,0.78,2.05,0.0,1,11.01,1
fog,0.0,0.82,1.6,0.0,0,10.25,1
fog,0.0,0.82,1.6,0.0,0,10.25,1
fog,0.0,0.83,0.9,1.0,0,9.8,1
fog,0.0,0.83,0.9,1.0,0,9.8,1
fog,0.0,0.89,0.9,0.0,0,8.75,1
fog,0.0,0.89,0.9,0.0,0,8.75,1
fog,0.0,0.9,0.9,0.0,0,8.29,1
fog,0.0,0.9,0.9,0.0,0,8.29,1
fog,0.0,0.91,0.9,1.0,0,8.75,1
fog,0.0,0.91,0.9,1.0,0,8.75,1
fog,0.0,0.86,1.8,0.0,0,9.64,1
fog,0.0,0.86,1.8,0.0,0,9.64,1
fog,0.0,0.88,0.9,0.0,0,9.2,1
fog,0.0,0.88,0.9,0.0,0,9.2,1
fog,0.0,0.92,0.0,9999.0,0,8.44,1
fog,0.0,0.92,0.0,9999.0,0,8.44,1
fog,0.0,0.92,0.0,0.0,0,7.68,1
fog,0.0,0.92,0.0,0.0,0,7.68,1
fog,0.0,0.92,0.0,0.0,0,7.37,1
fog,0.0,0.92,0.0,0.0,0,7.37,1
fog,0.0,0.96,0.0,0.0,0,6.63,1
fog,0.0,0.96,0.0,0.0,0,6.63,1
fog,0.0,0.96,0.0,0.0,0,5.86,1
fog,0.0,0.96,0.0,0.0,0,5.86,1
fog,0.0,0.97,0.45,0.0,0,5.42,1
fog,0.0,0.97,0.45,0.0,0,5.42,1
fog,0.0,0.97,0.9,9999.0,0,4.96,1
fog,0.0,0.97,0.9,9999.0,0,4.96,1
fog,0.0,0.97,0.9,0.0,0,4.81,1
fog,0.0,0.97,0.9,0.0,0,4.81,1
fog,0.0,0.97,0.45,0.0,0,5.25,1
fog,0.0,0.97,0.45,0.0,0,5.25,1
fog,0.0,0.98,0.9,0.88,0,5.86,1
fog,0.0,0.98,0.9,0.88,0,5.86,1
fog,0.0,0.98,0.9,0.0,1,6.92,1
fog,0.0,0.98,0.9,0.0,1,6.92,1
fog,0.0,0.94,1.85,0.0,2,8.58,1
fog,0.0,0.94,1.85,0.0,2,8.58,1
fog,0.0,0.75,1.35,0.88,2,11.15,1
fog,0.0,0.75,1.35,0.88,2,11.15,1
clear-day,0.0,0.68,0.9,0.0,3,12.83,1
clear-day,0.0,0.68,0.9,0.0,3,12.83,1
clear-day,0.0,0.63,2.34,0.0,2,13.14,1
clear-day,0.0,0.63,2.34,0.0,2,13.14,1
fog,0.0,0.64,1.35,0.88,1,13.14,1
fog,0.0,0.64,1.35,0.88,1,13.14,1
fog,0.0,0.68,2.09,0.0,1,12.38,1
fog,0.0,0.68,2.09,0.0,1,12.38,1
fog,0.0,0.76,1.15,0.0,0,11.32,1
fog,0.0,0.76,1.15,0.0,0,11.32,1
fog,0.0,0.76,1.35,0.88,0,11.01,1
fog,0.0,0.76,1.35,0.88,0,11.01,1
fog,0.0,0.78,0.9,0.0,0,10.56,1
fog,0.0,0.78,0.9,0.0,0,10.56,1
fog,0.0,0.77,0.9,0.0,0,10.56,1
fog,0.0,0.77,0.9,0.0,0,10.56,1
fog,0.0,0.75,1.4,0.88,0,10.25,1
fog,0.0,0.75,1.4,0.88,0,10.25,1
clear-night,0.0,0.69,1.15,0.0,0,9.95,1
clear-night,0.0,0.69,1.15,0.0,0,9.95,1
rain,0.3184,0.73,0.9,0.0,0,9.2,1
rain,0.3184,0.73,0.9,0.0,0,9.2,1
rain,2.0744,0.78,0.0,9999.0,0,8.89,1
rain,2.0744,0.78,0.0,9999.0,0,8.89,1
rain,1.2758,0.87,0.45,1.0,0,7.37,0
rain,1.2758,0.87,0.45,1.0,0,7.37,0
rain,1.9931,0.89,0.9,1.0,0,7.37,0
rain,1.9931,0.89,0.9,1.0,0,7.37,0
rain,1.7538,0.93,1.6,1.0,0,7.08,0
rain,1.7538,0.93,1.6,1.0,0,7.08,0
rain,1.5967,0.93,1.35,1.0,0,6.76,0
rain,1.5967,0.93,1.35,1.0,0,6.76,0
rain,0.479,0.93,0.9,0.0,0,6.31,0
rain,0.479,0.93,0.9,0.0,0,6.31,0
9999,0.0,0.96,0.45,9999.0,0,6.31,0
9999,0.0,0.96,0.45,9999.0,0,6.31,0
clear-night,0.0,0.96,0.0,0.0,0,6.63,0
clear-night,0.0,0.96,0.0,0.0,0,6.63,0
clear-night,0.0,0.96,0.45,0.0,0,6.63,0
clear-night,0.0,0.96,0.45,0.0,0,6.63,0
cloudy,0.0,0.93,0.45,0.88,0,7.08,0
cloudy,0.0,0.93,0.45,0.88,0,7.08,0
clear-day,0.0,0.9,0.9,0.0,1,7.08,0
clear-day,0.0,0.9,0.9,0.0,1,7.08,0
cloudy,0.0,0.82,1.4,1.0,1,7.08,0
cloudy,0.0,0.82,1.4,1.0,1,7.08,0
partly-cloudy-day,0.0,0.72,1.6,0.75,2,8.13,0
partly-cloudy-day,0.0,0.72,1.6,0.75,2,8.13,0
partly-cloudy-day,0.0,0.68,1.85,0.75,2,8.89,0
partly-cloudy-day,0.0,0.68,1.85,0.75,2,8.89,0
clear-day,0.0,0.68,1.89,0.0,2,8.44,0
clear-day,0.0,0.68,1.89,0.0,2,8.44,0
partly-cloudy-day,0.0,0.64,0.9,0.75,1,8.89,0
